event_id,TS_event,SR_event,A_triad,GC,Rel
0,0.864759870550925,0.6,0.7583359988305259,1.0,0.7920035217715206
1,0.909945283290388,0.2,0.7583359988305259,1.0,0.6095042477647205
2,0.9170884776121179,1.0,0.7583359988305259,1.0,0.9132048880396897
3,0.8805860047880918,0.6666666666666666,0.7583359988305259,1.0,0.8168372756181568
4,0.9300098100755084,1.0,0.7583359988305259,1.0,0.9164046846164671
5,0.9021980109010789,0.6,0.7583359988305259,1.0,0.8004398411543424
6,0.9221175020917419,1.0,0.7583359988305259,1.0,0.9144542538178377
7,0.9399571145160345,1.0,0.7583359988305259,1.0,0.9188453631313485
8,0.9093480584131277,1.0,0.7583359988305259,1.0,0.9112718487925628
9,0.8775956203321048,0.6666666666666666,0.7583359988305259,1.0,0.8161429157570947
10,0.9154027138132586,0.8,0.7583359988305259,1.0,0.8632586998896491
11,0.9572071805926218,1.0,0.7583359988305259,1.0,0.9230323137053115
12,0.9418502237237794,1.0,0.7583359988305259,1.0,0.9193076614556673
13,0.9001289089443332,0.8333333333333334,0.7583359988305259,1.0,0.8684529288634809
14,0.9273395256377717,1.0,0.7583359988305259,1.0,0.9157461699552034
15,0.8742884623483818,1.0,0.7583359988305259,1.0,0.9023584820491531
16,0.928456169819489,1.0,0.7583359988305259,1.0,0.916021716610099
17,0.9201340015980236,1.0,0.7583359988305259,1.0,0.9139621024948519
18,0.8897240238531174,0.6666666666666666,0.7583359988305259,1.0,0.8189482001292473
19,0.9281366565242712,1.0,0.7583359988305259,1.0,0.9159428978933866
20,0.9098963503374474,0.8,0.7583359988305259,1.0,0.8619575850282809
21,0.9277292211589194,1.0,0.7583359988305259,1.0,0.9158423607106757
22,0.8827564705917427,0.3333333333333333,0.7583359988305259,1.0,0.6872983984654517
23,0.9403794816579065,1.0,0.7583359988305259,1.0,0.918948565901397
24,0.9377593179664441,1.0,0.7583359988305259,1.0,0.9183077832144778
25,0.917537758032536,1.0,0.7583359988305259,1.0,0.9133167119621578
26,0.9144911753833876,1.0,0.7583359988305259,1.0,0.9125576243491964
27,0.9198946533025391,0.6666666666666666,0.7583359988305259,1.0,0.8258042755713776
28,0.9245377372409835,1.0,0.7583359988305259,1.0,0.9150536945966337
29,0.933146855814178,1.0,0.7583359988305259,1.0,0.9171764974804811
30,0.9150650594236042,1.0,0.7583359988305259,1.0,0.9127007583326416
31,0.9253860816346787,0.75,0.7583359988305259,1.0,0.8517486910704916
32,0.9123314400885728,1.0,0.7583359988305259,1.0,0.912018354303633
33,0.9242686659106631,1.0,0.7583359988305259,1.0,0.9149871095399006
34,0.8904966028462511,1.0,0.7583359988305259,1.0,0.9065118486388188
35,0.90025391745319,1.0,0.7583359988305259,1.0,0.9089849091215656
36,0.8697028015553954,0.5,0.7583359988305259,1.0,0.7577930825676353
37,0.9551718371858676,1.0,0.7583359988305259,1.0,0.9225412529263967
38,0.876183000751236,0.75,0.7583359988305259,1.0,0.8401937368174409
39,0.9383434501366056,0.8,0.7583359988305259,1.0,0.8686170936559416
40,0.9514734518642218,0.6,0.7583359988305259,1.0,0.811152291790028
41,0.9290144772595053,1.0,0.7583359988305259,1.0,0.9161593931294445
42,0.9096411252200061,0.5,0.7583359988305259,1.0,0.7663469635575888
43,0.9543427840313926,1.0,0.7583359988305259,1.0,0.9223410049774344
44,0.9301853830950373,1.0,0.7583359988305259,1.0,0.91644793269474
45,0.938291265659881,0.6,0.7583359988305259,1.0,0.8083280491954048
46,0.9189761046017014,1.0,0.7583359988305259,1.0,0.9136744341394957
47,0.897621442463594,0.8,0.7583359988305259,1.0,0.8590357135623564
48,0.8729599071314089,1.0,0.7583359988305259,1.0,0.9020154840356762
49,0.9367927336754835,0.8,0.7583359988305259,1.0,0.8682579995542912
50,0.8956192476936147,1.0,0.7583359988305259,1.0,0.9078127391142157
51,0.8978994899716519,0.6666666666666666,0.7583359988305259,1.0,0.820823033068014
52,0.9095827203844055,0.6,0.7583359988305259,1.0,0.8020727859457861
53,0.8937162321768868,1.0,0.7583359988305259,1.0,0.9073301233202353
54,0.9541367591444982,0.75,0.7583359988305259,1.0,0.8582886925820256
55,0.9211469521321184,1.0,0.7583359988305259,1.0,0.9142135377338061
56,0.9035263825171111,1.0,0.7583359988305259,1.0,0.9098098361351796
57,0.8960209762690645,0.75,0.7583359988305259,1.0,0.8449096653405606
58,0.9136330863523292,1.0,0.7583359988305259,1.0,0.9123434802998481
59,0.8482374596449688,0.5,0.7583359988305259,1.0,0.7530733539833631
60,0.9130965184988163,0.8333333333333334,0.7583359988305259,1.0,0.8715639900056842
61,0.9407728038805289,0.8333333333333334,0.7583359988305259,1.0,0.878094577451843
62,0.926331382625453,1.0,0.7583359988305259,1.0,0.9154971835583845
63,0.9182751866274345,0.8333333333333334,0.7583359988305259,1.0,0.8727971490065489
64,0.922238664092775,1.0,0.7583359988305259,1.0,0.9144842911092016
65,0.9217324029755259,1.0,0.7583359988305259,1.0,0.9143587641735048
66,0.9392903866740343,1.0,0.7583359988305259,1.0,0.9186823815449372
67,0.8955900287162951,1.0,0.7583359988305259,1.0,0.9078053348281802
68,0.9298628724496704,1.0,0.7583359988305259,1.0,0.9163684854532979
69,0.8981296488358371,0.6,0.7583359988305259,1.0,0.7995359374794172
70,0.9334617887512877,1.0,0.7583359988305259,1.0,0.9172538734413526
71,0.9011424643145411,1.0,0.7583359988305259,1.0,0.9092091172323717
72,0.8784920549451094,0.0,0.7583359988305259,1.0,0.028569318302080444
73,0.9328126680060066,1.0,0.7583359988305259,1.0,0.9170943693636997
74,0.9257375726447502,0.3333333333333333,0.7583359988305259,1.0,0.6955159231511728
75,0.9208366857553549,1.0,0.7583359988305259,1.0,0.9141365452528382
76,0.9482325098623235,1.0,0.7583359988305259,1.0,0.920861102110921
77,0.9136921507307824,1.0,0.7583359988305259,1.0,0.9123582251944549
78,0.8870265773232451,0.25,0.7583359988305259,1.0,0.6403753090578722
79,0.9328986127729744,0.8333333333333334,0.7583359988305259,1.0,0.87625138718984
80,0.9403528975892522,1.0,0.7583359988305259,1.0,0.9189420712757633
81,0.9204467454633407,1.0,0.7583359988305259,1.0,0.9140397541236268
82,0.9195439137450018,0.25,0.7583359988305259,1.0,0.6461651614096171
83,0.9274572013343338,1.0,0.7583359988305259,1.0,0.9157752197093402
84,0.9184386944069728,0.75,0.7583359988305259,1.0,0.8501455329496039
85,0.930328673348063,1.0,0.7583359988305259,1.0,0.9164832241735686
86,0.8970886027886481,1.0,0.7583359988305259,1.0,0.908184850201626
87,0.916784369502588,0.8,0.7583359988305259,1.0,0.8635842538187883
88,0.8721966136445327,0.5,0.7583359988305259,1.0,0.7583357291102575
89,0.9435071771189021,1.0,0.7583359988305259,1.0,0.9197117188163529
90,0.9224133449790597,0.75,0.7583359988305259,1.0,0.8510638200300037
91,0.938115860513712,1.0,0.7583359988305259,1.0,0.9183950575070734
92,0.9387463223750347,0.8333333333333334,0.7583359988305259,1.0,0.8776213277980202
93,0.9237877334671141,1.0,0.7583359988305259,1.0,0.9148680605843019
94,0.8842143734669539,0.6666666666666666,0.7583359988305259,1.0,0.8176774031720613
95,0.8920091266986706,0.8333333333333334,0.7583359988305259,1.0,0.8664877578392378
96,0.933839260478735,1.0,0.7583359988305259,1.0,0.9173465887824033
97,0.9449333984895981,0.8,0.7583359988305259,1.0,0.8701381593410012
98,0.941045569715444,1.0,0.7583359988305259,1.0,0.9191112497323705
99,0.9026926326337941,0.75,0.7583359988305259,1.0,0.8464780648587334
100,0.9052372160260601,1.0,0.7583359988305259,1.0,0.9102402134777328
101,0.9284500113938827,1.0,0.7583359988305259,1.0,0.9160201976192703
102,0.9326128980932512,1.0,0.7583359988305259,1.0,0.9170452644941984
103,0.9555517535433256,1.0,0.7583359988305259,1.0,0.9226329736602461
104,0.8726935934688534,1.0,0.7583359988305259,1.0,0.9019466817540648
105,0.8951801066551631,0.6666666666666666,0.7583359988305259,1.0,0.8202008386943221
106,0.9128171870210411,0.25,0.7583359988305259,1.0,0.6449801850312433
107,0.9100914842816983,1.0,0.7583359988305259,1.0,0.911458041379713
108,0.934402358470314,0.5,0.7583359988305259,1.0,0.7715097178679149
109,0.9386499377492734,1.0,0.7583359988305259,1.0,0.9185257421146498
110,0.8956091386600209,1.0,0.7583359988305259,1.0,0.9078101774373802
111,0.884854788137952,0.8,0.7583359988305259,1.0,0.8559648212800665
112,0.9005989670857293,1.0,0.7583359988305259,1.0,0.9090719956181221
113,0.9161328213284194,0.75,0.7583359988305259,1.0,0.8496114265228057
114,0.9096714453974577,0.2,0.7583359988305259,1.0,0.6094583867110593
115,0.8718402945687248,0.0,0.7583359988305259,1.0,0.028515083819416805
116,0.8767681142649297,1.0,0.7583359988305259,1.0,0.9029976186681984
117,0.9105779751399657,1.0,0.7583359988305259,1.0,0.9115798223089967
118,0.9098323190551241,0.8,0.7583359988305259,1.0,0.8619424201949419
119,0.9218923768986598,0.8,0.7583359988305259,1.0,0.8647846473137537
120,0.8969464114142804,1.0,0.7583359988305259,1.0,0.9081488605212268
121,0.9487425849088819,1.0,0.7583359988305259,1.0,0.9209849149797268
122,0.942244743431246,1.0,0.7583359988305259,1.0,0.9194039156222685
123,0.9195940267318502,0.8,0.7583359988305259,1.0,0.8642451486448243
124,0.8653544265906529,0.6666666666666666,0.7583359988305259,1.0,0.8132819025585155
125,0.9228589087624022,1.0,0.7583359988305259,1.0,0.9146380097273852
126,0.920973292909051,1.0,0.7583359988305259,1.0,0.9141704466619915
127,0.8925613617394645,0.8,0.7583359988305259,1.0,0.8578225046590656
128,0.9085307304553746,1.0,0.7583359988305259,1.0,0.9110670154717891
129,0.914310254787829,0.8333333333333334,0.7583359988305259,1.0,0.8718534780072706
130,0.931458504740522,1.0,0.7583359988305259,1.0,0.9167613517617664
131,0.912899245311705,0.8,0.7583359988305259,1.0,0.8626678777154028
132,0.9301978392374803,1.0,0.7583359988305259,1.0,0.916451000725284
133,0.8941824323225386,1.0,0.7583359988305259,1.0,0.9074484256125596
134,0.94283605542999,1.0,0.7583359988305259,1.0,0.9195481262101572
135,0.9440770799849179,0.75,0.7583359988305259,1.0,0.8560174099193815
136,0.9058524546873916,1.0,0.7583359988305259,1.0,0.9103948338048998
137,0.9202319928677085,1.0,0.7583359988305259,1.0,0.9139864350187639
138,0.9403583026737239,0.2,0.7583359988305259,1.0,0.6145344840730466
139,0.9190448459973524,1.0,0.7583359988305259,1.0,0.9136915198650497
140,0.9400302963528543,0.6666666666666666,0.7583359988305259,1.0,0.830286671164826
141,0.9512811298333183,0.6666666666666666,0.7583359988305259,1.0,0.8327599374814855
142,0.9252778113350056,0.6666666666666666,0.7583359988305259,1.0,0.8270097703209501
143,0.9483000882034457,1.0,0.7583359988305259,1.0,0.920877508583484
144,0.9169469788058153,1.0,0.7583359988305259,1.0,0.9131696611009
145,0.8786465018547371,1.0,0.7583359988305259,1.0,0.9034808760093225
146,0.9440903217379045,1.0,0.7583359988305259,1.0,0.9198537952870379
147,0.9111220090338842,1.0,0.7583359988305259,1.0,0.9117159499281161
148,0.9526480083209508,1.0,0.7583359988305259,1.0,0.9219312457119586
149,0.8887717633326659,0.75,0.7583359988305259,1.0,0.8431955311381196
150,0.866441866186498,0.3333333333333333,0.7583359988305259,1.0,0.6841005849752475
151,0.9353549639437642,1.0,0.7583359988305259,1.0,0.9177185960348287
152,0.942444353634701,1.0,0.7583359988305259,1.0,0.9194526046243418
153,0.9290005110200529,1.0,0.7583359988305259,1.0,0.9161559498640518
154,0.9325795576536142,1.0,0.7583359988305259,1.0,0.9170370684081689
155,0.8931171001965191,0.6,0.7583359988305259,1.0,0.7984180231612804
156,0.9145125120611425,1.0,0.7583359988305259,1.0,0.9125629471937823
157,0.8587873196568858,0.5,0.7583359988305259,1.0,0.7554040781608562
158,0.8968246418509874,1.0,0.7583359988305259,1.0,0.9081180363496064
159,0.9032572387884499,0.0,0.7583359988305259,1.0,0.02876857039345949
160,0.9160593227614374,1.0,0.7583359988305259,1.0,0.912948580980671
161,0.8951463977438743,1.0,0.7583359988305259,1.0,0.9076928934817039
162,0.895677341061842,0.6666666666666666,0.7583359988305259,1.0,0.8203147116322554
163,0.9313362946587252,1.0,0.7583359988305259,1.0,0.9167312798390759
164,0.8689982906573097,0.5,0.7583359988305259,1.0,0.757639571581802
165,0.9267783030752788,0.6666666666666666,0.7583359988305259,1.0,0.827344850064652
166,0.9295863614877803,1.0,0.7583359988305259,1.0,0.9163003533126503
167,0.9499250715576557,1.0,0.7583359988305259,1.0,0.9212717535123605
168,0.9013017850602534,0.6666666666666666,0.7583359988305259,1.0,0.8215994904337194
169,0.9192320954203396,0.4,0.7583359988305259,1.0,0.7266691296885964
170,0.9018506699805815,1.0,0.7583359988305259,1.0,0.9093877009175306
171,0.9006675578219253,0.8333333333333334,0.7583359988305259,1.0,0.8685828231077175
172,0.9295678200114238,1.0,0.7583359988305259,1.0,0.9162957841598746
173,0.9084990059150005,1.0,0.7583359988305259,1.0,0.9110590620917257
174,0.9377543900545849,0.75,0.7583359988305259,1.0,0.8545805625048122
175,0.9443079275601596,1.0,0.7583359988305259,1.0,0.9199067955768256
176,0.9063576963150425,1.0,0.7583359988305259,1.0,0.9105217510502572
177,0.9324734158875256,1.0,0.7583359988305259,1.0,0.917010974095932
178,0.9022589720168651,0.8333333333333334,0.7583359988305259,1.0,0.8689662498428883
179,0.955102070043465,1.0,0.7583359988305259,1.0,0.9225244065257088
180,0.9418384148392461,1.0,0.7583359988305259,1.0,0.9193047798804462
181,0.9152352918016888,0.8,0.7583359988305259,1.0,0.8632192258910849
182,0.9263812019951903,1.0,0.7583359988305259,1.0,0.9155094924830611
183,0.9120934236670774,1.0,0.7583359988305259,1.0,0.9119588647979929
184,0.9332621956683091,1.0,0.7583359988305259,1.0,0.9172048376339563
185,0.9371111024241031,1.0,0.7583359988305259,1.0,0.9181490495903586
186,0.9573692848476297,1.0,0.7583359988305259,1.0,0.9230713903982111
187,0.9166028603470734,0.6,0.7583359988305259,1.0,0.8036159220378226
188,0.9130240428623677,1.0,0.7583359988305259,1.0,0.9121913963222852
189,0.9361840660753973,0.8,0.7583359988305259,1.0,0.8681169306424081
190,0.9062701487042204,1.0,0.7583359988305259,1.0,0.9104997627966636
191,0.9286291239244665,1.0,0.7583359988305259,1.0,0.9160643730798652
192,0.9180378159663478,0.75,0.7583359988305259,1.0,0.8500527502699959
193,0.9170320476376936,1.0,0.7583359988305259,1.0,0.9131908399628551
194,0.9067035235889891,0.8,0.7583359988305259,1.0,0.8612004355852352
195,0.9413429578688713,1.0,0.7583359988305259,1.0,0.9191838552522962
196,0.9401792790078746,1.0,0.7583359988305259,1.0,0.9188996519705253
197,0.9310786551077571,0.8333333333333334,0.7583359988305259,1.0,0.8758237125190356
198,0.9503863362393528,1.0,0.7583359988305259,1.0,0.9213835709536861
199,0.9444322195660969,0.5,0.7583359988305259,1.0,0.7735717795035231
